temperature,precipitation,snow_depth,soil_moisture,river_level,snow_melt,precip_3d,precip_7d,river_change,temp_change,flood
-3.1456946518686877,3.660290274007968,13.45405988417796,0.619509500904472,57.965139081556444,0.0,0.0,0.0,0.0,0.0,0
22.782143788446227,3.261771957576247,15.933627943827446,0.5595954986507133,48.447727242103326,36.30022028878817,0.0,0.0,-9.517411839453118,25.927838440314915,1
12.93972738151323,0.12988276971007237,5.00935797584998,0.40172916817167065,62.447891267096296,6.481972656390768,7.051945001294287,0.0,14.00016402499297,-9.842416406932998,1
6.939631788866649,2.087039407053988,12.497481992139978,0.2045250504527974,57.262324781384834,8.67279233134431,5.478694134340308,0.0,-5.185566485711462,-6.000095592646581,0
-12.979161180090356,2.391756824494026,11.434919662874973,0.5473674553305697,48.14407767113909,0.0,4.6086790012580865,0.0,-9.118247110245747,-19.918792968957007,0
-12.98024658487088,2.5443275709899957,16.65660753576542,0.39993819199357017,64.24676114962413,0.0,7.02312380253801,0.0,16.102683478485048,-0.0010854047805235467,1
-17.386237452431025,4.3395552743263535,18.12174120962521,0.7142258104973744,55.367309266706414,0.0,9.275639669810374,18.414624078158653,-8.87945188291772,-4.405990867560146,0
18.97792655987208,3.8135855217643444,0.24313542954773615,0.21676238568933845,46.4579690374331,0.46142063260598887,10.697468367080694,18.567919325915028,-8.909340229273312,36.36416401230311,0
7.050175528444395,4.681256791374099,13.480398381175853,0.6093794679140536,57.536658088301344,9.503917478064745,12.834397587464796,19.98740415971288,11.078689050868242,-11.927751031427686,0
11.863266000822048,7.238365643934406,1.0367159823945804,0.8590319662542458,50.063978140256204,1.2298837466450454,15.73320795707285,27.095887033937213,-7.4726799480451405,4.813090472377652,0
-19.07369775668889,8.382852007425823,10.977173301547118,0.32208648697804965,61.07386903754605,0.0,20.30247444273433,33.39169963430905,11.009890897289843,-30.936963757510938,1
23.645943347289744,6.3314237191569545,5.752654580873564,0.5301546435254167,61.35644147132381,13.602694431586313,21.95264137051718,37.33136652897198,0.28257243377776575,42.71964110397863,1
17.45991883601898,15.563993625021027,6.135531990442824,0.2639953942719967,64.57894711709324,10.712589056892968,30.278269351603804,50.351032583003004,3.2225056457694237,-6.186024511270766,1
-10.444740019477573,0.09200422291350013,7.0591700690471315,0.6379773385829468,55.03739062049007,0.0,21.987421567091477,46.103481531590155,-9.541556496603164,-27.90465885549655,1
-11.817876475680473,1.0893995535625647,12.425848980992203,0.5853721764173578,54.09913759455474,0.0,16.745397401497087,43.379295563388375,-0.9382530259353317,-1.3731364562029,0
-11.746797056595478,0.037958092657078446,6.680999313375384,0.4851558669489826,60.069512108929615,0.0,1.2193618691331396,38.73599686467136,5.970374514374875,0.07107941908499527,1
-6.309099066820803,5.213164632038758,14.653981011805609,0.5649639150316188,47.64941312683853,0.0,6.340522278258398,36.7107958527757,-12.420098982091083,5.437697989774675,0
3.614039423450702,11.415410050332383,8.090547711477393,0.8276022609283071,55.938310275862484,2.9239558386588156,16.666532775028216,39.74335389568226,8.288897149023953,9.923138490271505,0
-0.5624741611047916,1.3951467213888673,1.3670640061991723,0.3374060116177469,55.92495200261702,0.0,18.023721403760007,34.80707689791418,-0.013358273245465568,-4.176513584555494,0
-6.894688691088113,13.088845831118594,15.675196849682145,0.21579515819374306,46.789462456207744,0.0,25.899402602839842,32.33192910401175,-9.135489546409275,-6.332214529983322,1
7.533380262507077,0.3107995096936032,5.71516649185412,0.8031654192893707,53.359681710138275,4.305452244667564,14.794792062201061,32.55072439079185,6.5702192539305315,14.42806895359519,0
-13.722776270658118,13.62364461500059,8.655337591985253,0.6039819576715345,62.06569597134404,0.0,27.023289955812785,45.08496945222988,8.706014261205766,-21.256156533165196,1
-6.853490815915183,2.1664123965326922,13.708877664438031,0.8234609188232898,62.12307243989321,0.0,16.10085652122688,47.21342375610549,0.05737646854916534,6.8692854547429345,1
-3.5137170517838747,0.5347023069596843,6.64912314297424,0.6178616563892207,46.98475329839362,0.0,16.324759318492962,42.53496143102641,-15.138319141499586,3.3397737641313086,0
0.5231492897666179,3.326412744497058,1.1317131229343125,0.7671127629717918,46.814417654956614,0.05920549164826468,6.027527447989431,34.44596412519109,-0.17033564343700647,4.036866341550493,0
15.33291826268561,1.4837928153908595,7.478420940256272,0.5007713543486035,50.253909540038705,11.466601701090589,5.344907866847599,34.534610219193084,3.4394918850820915,14.809768972918992,0
-11.014679802873811,1.6764749629583098,18.888971653886067,0.7249019519017881,62.49532125107987,0.0,6.486680522846224,23.122239351032796,12.241411711041167,-26.34759806555942,1
3.1405497286125232,1.835718935806393,12.834687945971163,0.8391290268228992,47.57805170146998,4.030797574554616,4.995986714155559,24.647158777145588,-14.917269549609891,14.155229531486334,0
6.65865559879191,8.123415099827117,13.42958297334414,0.6004860746055444,59.399936052548924,8.942296785489846,11.635608998591817,19.14692926197211,11.821884351078943,3.5181058701793866,0
-17.909731427600104,3.873535690691302,12.645643072752797,0.3265496053936657,47.02331239226206,0.0,13.83266972632481,20.854052556130725,-12.37662366028686,-24.568387026392013,0
7.339518335564726,1.8648034787672627,3.979842779188736,0.3881583305211387,57.46275707495651,2.9210129050520606,13.861754269285678,22.184153727938302,10.439444682694443,25.24924976316483,0
-12.326414434071882,4.712323804772562,8.366677282045602,0.33905120382818404,52.1213459823829,0.0,10.450662974231122,23.570064788213806,-5.341411092573608,-19.66593276963661,0
-17.072678315662422,6.296558623240507,15.018795967266366,0.37279991931701306,60.778279259317344,0.0,12.873685906780327,28.382830596063453,8.656933276934446,-4.74626388159054,1
22.699849176399994,1.5915587110402303,2.027457951063183,0.41449081454572545,49.673808976507274,4.602298970062722,12.600441139053295,28.297914344145372,-11.10447028281007,39.772527492062416,0
23.453441488355168,2.668331669795511,5.557055521794245,0.5885936507272319,57.78403658779919,13.033207652794232,10.556449004076246,29.13052707813449,8.110227611291918,0.753592311955174,0
16.377880665240752,0.6498947976070026,5.526382169317072,0.611594140624683,49.7136506915177,9.051042767958933,4.90978517844274,21.65700677591438,-8.070385896281493,-7.075560823114415,0
-6.292380387198319,0.9992678386106936,8.64037855189012,0.4985498230693028,59.27320566224307,0.0,4.317494306013203,18.782738923833772,9.559554970725372,-22.670261052439074,0
-15.604754869712725,5.714668463130851,19.607374818843702,0.6307945458745847,62.47356069121497,0.0,7.363831099348543,22.632603908197357,3.2003550289718987,-9.312374482514405,1
10.790486193047059,1.0010328074182362,1.3500509336764388,0.25710244792795617,47.5360359825352,1.4567705959745905,7.714969109159776,18.92131291084303,-14.937524708679767,26.395241062759784,0
-0.19313778171794027,3.7239224986605004,10.374019887611901,0.26145176594071196,62.33191377191007,0.0,10.439623769209584,16.348676786263024,14.795877789374863,-10.983623974764999,1
-14.508279431984953,6.172954997198428,3.587293640244209,0.3202806222503609,56.87150508828596,0.0,10.897910303277161,20.930073072421223,-5.4604086836241095,-14.315141650267012,0
2.282960955007159,0.5651544176023522,19.413530908194883,0.5626542486282413,47.54220981734048,4.432033306223359,10.462031913461278,18.82689582022806,-9.32929527094548,16.79124038699211,0
-18.452516549815172,4.188694362840734,2.266070094549284,0.3497962750888195,53.55083710719424,0.0,10.92680377764151,22.365695385461795,6.008627289853763,-20.73547750482233,0
20.91941809354519,1.4823548004624207,8.072020047231824,0.39829908244480416,48.21720586970196,16.88619622275209,6.236203580905504,22.84878234731352,-5.333631237492284,39.37193464336036,1
-8.354900827999238,16.47431485903963,14.757699696692123,0.48021898532109586,59.006957777331394,0.0,22.145364022342783,33.608428743222305,10.789751907629437,-29.274318921544427,1
9.813502795929189,3.3038418566340355,14.091088560548906,0.7683062868072659,60.177362688359,13.828293698663252,21.260511516136084,35.9112377924381,1.1704049110276031,18.168403623928427,1
-5.973001575976507,8.199293587176795,8.454572737878646,0.2097034951390021,47.11593040545598,0.0,27.977450302850457,40.3866088809544,-13.06143228290302,-15.786504371905696,1
3.4030609530014857,3.995056249968056,6.930483359054365,0.6545651741656356,55.12279705389289,2.3584857304624487,15.498191693778882,38.208710133724026,8.006866648436912,9.376062528977993,0
4.601962570447583,0.22191524639933063,7.952247571057411,0.6682135717284797,61.292501120518345,3.659594567293891,12.416265083544179,37.865470962521,6.169704066625457,1.1989016174460971,1
-11.681549501351283,5.0140299178717616,5.285525263172786,0.7590590462496456,63.72326083101993,0.0,9.231001414239145,38.690806517552026,2.430759710501583,-16.283512071798867,1
23.631308249405137,15.121002600623664,4.106658774135996,0.8529270573422192,55.2703573348354,9.704571936673196,20.356947764894752,52.32945431771327,-8.452903496184526,35.31285775075642,1
14.880977051250156,4.601642113769123,9.6607939511778,0.2140964942645029,64.00558447222814,14.376205308433317,24.736674632264545,40.456781572442765,8.735227137392734,-8.750331198154981,1
22.27745237038851,8.551511073538645,5.370675121352146,0.30764859385925136,55.7137794091206,11.964495921275297,28.27415578793143,45.704450789347376,-8.291805063107539,7.396475319138354,1
20.2672307692442,10.779732650770166,5.749233297945002,0.820319905839195,52.88380989199816,11.652103799567428,23.93288583807793,48.28488985294074,-2.8299695171224357,-2.010221601144309,1
6.905499046498832,1.2943703291825013,13.13512126949114,0.5209629935309108,61.96406257105791,9.07045674021176,20.625614053491308,45.58420393215519,9.080252679059747,-13.361731722745368,1
21.48434057604026,1.1915704709007788,19.370746633997843,0.5952134472534245,54.85965420916178,41.61677178969952,13.265673450853443,46.55385915665664,-7.104408361896127,14.578841529541428,1
-16.017837407663624,4.7206353235476515,12.072744011187503,0.6641190426062031,54.43805021129046,0.0,7.206576123630928,46.26046456233253,-0.42160399787132263,-37.50217798370389,0
-11.180771191138467,2.646887161667886,1.5395893412993256,0.6753466231469462,54.80624978819657,0.0,8.559092956116313,33.78634912337675,0.3681995769061075,4.837066216525157,0
-17.964771999025785,9.158574910844619,1.5116722770813396,0.8522182823215556,61.93570003739491,0.0,16.526097396060152,38.34328192045225,7.129450249198342,-6.784000807887319,1
-5.3601351156531045,11.51408176856428,19.02846441691132,0.8978645921881687,61.63883083376104,0.0,23.319543841076783,41.30585261547788,-0.29686920363386804,12.604636883372681,1
-2.5095219639733095,2.1803023921175733,5.945815806146673,0.7041102226516582,53.07039984880422,0.0,22.85295907152647,32.70642235682529,-8.56843098495682,2.850613151679795,1
-7.789293570174683,1.3516380730422153,1.8413397216495087,0.40105484644360556,51.6659971974105,0.0,15.046022233724065,32.763690100685004,-1.404402651393724,-5.279771606201374,0
17.293187911836817,7.582596478962244,11.980891743007632,0.8158266816060404,54.83856048078259,20.718781226320516,11.11453694412203,39.15471610874647,3.1725632833720923,25.082481482011502,1
